0,1
1,4
2,8
3,16
4,22
5,35
6,42
7,55
8,68
9,90
10,108
11,128
12,152
13,168
14,200
15,219
16,257
17,279
18,317
19,341
20,387
21,416
22,460
23,495
24,543
25,579
26,636
27,679
28,732
29,770
30,830
31,881
32,947
33,997
34,1070
35,1125
36,1197
37,1263
38,1333
39,1400
40,1467
41,1546
42,1612
43,1696
44,1765
45,1851
46,1912
47,2010
48,2072
49,2183
50,2250
51,2377
52,2435
53,2566
54,2625
55,2748
56,2815
57,2940
58,3016
59,3144
60,3226
61,3341
62,3469
63,3597
64,3740
65,3859
66,4004
67,4127
68,4276
69,4367
70,4524
71,4618
72,4780
73,4875
74,5041
75,5134
76,5310
77,5402
78,5590
79,5678
80,5865
81,5973
82,6158
83,6274
84,6451
85,6574
86,6750
87,6870
88,7059
89,7194
90,7363
91,7516
92,7681
93,7849
94,8015
95,8189
96,8350
97,8536
98,8712
99,8886
100,9065
101,9250
102,9424
103,9613
104,9790
105,9978
106,10165
107,10348
108,10544
109,10737
110,10932
111,11126
112,11331
113,11516
114,11720
115,11915
116,12128
117,12328
118,12546
119,12740
120,12961
121,13156
122,13400
123,13589
124,13843
125,14036
126,14263
127,14476
128,14702
129,14922
130,15157
131,15389
132,15625
133,15856
134,16091
135,16327
136,16555
137,16813
138,17028
139,17306
140,17534
141,17802
142,18036
143,18302
144,18526
145,18803
146,19035
147,19318
148,19554
149,19833
150,20072
151,20361
152,20609
153,20893
154,21145
155,21427
156,21693
157,21990
158,22262
159,22542
160,22796
161,23099
162,23370
163,23683
164,23970
165,24282
166,24567
167,24875
168,25173
169,25478
170,25765
171,26071
172,26364
173,26678
174,26971
175,27286
176,27579
177,27877
178,28185
179,28499
180,28828
181,29155
182,29503
183,29802
184,30158
185,30452
186,30791
187,31093
188,31436
189,31755
190,32103
191,32429
192,32748
193,33154
194,33531
195,33967
196,34324
197,34755
198,35116
199,35551
200,35844
201,36242
202,36548
203,36956
204,37269
205,37675
206,37983
207,38389
208,38703
209,39134
210,39441
211,39873
212,40208
213,40634
214,40972
215,41390
216,41723
217,42137
218,42463
219,42907
220,43259
221,43665
222,44040
223,44442
224,44841
225,45246
226,45645
227,46042
228,46461
229,46881
230,47278
231,47699
232,48111
233,48511
234,48927
235,49333
236,49750
237,50170
238,50577
239,51015
240,51429
241,51863
242,52275
243,52727
244,53117
245,53564
246,53970
247,54429
248,54845
249,55308
250,55716
251,56178
252,56587
253,57090
254,57482
255,57997
256,58394
257,58855
258,59290
259,59746
260,60189
261,60660
262,61123
263,61592
264,62050
265,62512
266,62978
267,63421
268,63930
269,64347
270,64890
271,65324
272,65842
273,66290
274,66798
275,67230
276,67752
277,68197
278,68725
279,69175
280,69695
281,70149
282,70681
283,71148
284,71672
285,72141
286,72657
